record,bullied_in_school,bullied_not_school,cyber_bullied,custom_age,sex,physically_attacked,physical_fighting,felt_lonely,close_friends,missed_school,other_students_kind_and_helpful,parents_understand_problems,most_of_the_time_or_always_felt_lonely,missed_classes
43439,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Most of the time,No,No
10586,Yes,Yes,No,15 years old,Female,0 times,0 times,Most of the time,1,0 days,Most of the time,Never,Yes,No
2536,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No
22416,Yes,No,No,13 years old,Male,6 or 7 times,2 or 3 times,Most of the time,2,0 days,Never,Rarely,Yes,No
13098,No,Yes,Yes,16 years old,Male,1 time,2 or 3 times,Rarely,0,1 or 2 days,Rarely,Always,No,Yes
47062,No,Yes,No,16 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No
37062,No,No,No,17 years old,Male,0 times,0 times,Sometimes,2,1 or 2 days,Rarely,Rarely,No,Yes
15535,No,No,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No
36594,No,No,No,14 years old,Male,0 times,0 times,Never,2,6 to 9 days,Sometimes,Sometimes,No,Yes
16835,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
47986,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
21464,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No
14524,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No
45909,Yes,Yes,Yes,13 years old,Female,0 times,2 or 3 times,Most of the time,3 or more,0 days,Sometimes,Sometimes,Yes,No
37971,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
56981,No,No,Yes,15 years old,Female,0 times,1 time,Sometimes,2,0 days,Most of the time,Most of the time,No,No
29036,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Never,No,No
8889,Yes,No,No,18 years old or older,Male,4 or 5 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No
20991,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes
16897,Yes,Yes,No,15 years old,Male,0 times,0 times,Always,0,0 days,Rarely,Never,Yes,No
18225,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
31016,No,Yes,No,13 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Always,No,Yes
40647,Yes,No,Yes,14 years old,Male,0 times,1 time,Sometimes,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes
5523,No,Yes,Yes,15 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Rarely,Always,No,No
9633,No,No,Yes,13 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No
28046,No,No,No,14 years old,Female,1 time,1 time,Most of the time,3 or more,0 days,Never,Never,Yes,No
27409,No,No,No,16 years old,Male,0 times,12 or more times,Rarely,3 or more,0 days,Always,Rarely,No,No
20787,No,No,No,15 years old,Male,2 or 3 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Sometimes,Most of the time,Yes,Yes
34515,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Rarely,Never,No,No
7800,No,No,No,16 years old,Female,0 times,1 time,Never,3 or more,1 or 2 days,Rarely,Rarely,No,Yes
34028,No,No,No,14 years old,Male,0 times,1 time,Sometimes,2,0 days,Rarely,Always,No,No
46769,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No
46159,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No
40927,No,No,No,16 years old,Female,0 times,6 or 7 times,Sometimes,0,0 days,Rarely,Never,No,No
41031,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
37826,No,No,No,17 years old,Male,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No
9286,No,No,No,13 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Always,No,No
5503,No,No,No,14 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Sometimes,No,No
25411,No,No,No,14 years old,Female,0 times,1 time,Never,3 or more,0 days,Always,Never,No,No
30957,No,No,Yes,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No
11244,Yes,Yes,No,15 years old,Female,0 times,0 times,Always,3 or more,0 days,Never,Never,Yes,No
26720,Yes,No,No,13 years old,Male,1 time,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes
17617,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No
26456,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
36628,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
9367,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Never,3 or more,3 to 5 days,Always,Always,No,Yes
47225,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Never,No,Yes
53876,No,Yes,Yes,15 years old,Male,12 or more times,12 or more times,Sometimes,2,1 or 2 days,Most of the time,Rarely,No,Yes
12883,No,No,No,15 years old,Male,0 times,6 or 7 times,Never,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes
11877,Yes,No,No,16 years old,Female,0 times,2 or 3 times,Sometimes,2,0 days,Never,Never,No,No
19401,No,Yes,No,15 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,0 days,Most of the time,Rarely,Yes,No
16172,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
27424,No,No,No,16 years old,Male,1 time,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
45264,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
43897,No,No,No,18 years old or older,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No
25342,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
14850,No,Yes,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Always,Never,No,No
53592,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
29660,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
41738,No,No,No,16 years old,Male,0 times,0 times,Rarely,1,0 days,Most of the time,Most of the time,No,No
29217,No,No,No,15 years old,Female,1 time,0 times,Sometimes,0,6 to 9 days,Sometimes,Sometimes,No,Yes
46510,No,Yes,Yes,16 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,10 or more days,Sometimes,Most of the time,Yes,Yes
25483,No,No,Yes,13 years old,Female,0 times,0 times,Never,3 or more,3 to 5 days,Sometimes,Always,No,Yes
49295,No,Yes,No,16 years old,Male,1 time,0 times,Never,3 or more,1 or 2 days,Sometimes,Never,No,Yes
5258,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes
10638,No,No,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No
16973,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Sometimes,No,No
30202,No,No,No,16 years old,Male,1 time,0 times,Sometimes,2,0 days,Always,Most of the time,No,No
52021,Yes,Yes,Yes,17 years old,Male,12 or more times,12 or more times,Always,3 or more,3 to 5 days,Always,Sometimes,Yes,Yes
6308,No,No,No,14 years old,Male,0 times,4 or 5 times,Most of the time,3 or more,0 days,Most of the time,Most of the time,Yes,No
45551,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
54387,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes
22059,No,No,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No
53005,No,No,Yes,17 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,6 to 9 days,Rarely,Always,Yes,Yes
39851,Yes,Yes,No,15 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No
11782,Yes,No,Yes,15 years old,Female,1 time,4 or 5 times,Most of the time,2,0 days,Always,Most of the time,Yes,No
36031,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
23405,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No
2216,No,Yes,Yes,16 years old,Male,2 or 3 times,1 time,Most of the time,2,0 days,Rarely,Rarely,Yes,No
31297,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
24039,Yes,No,Yes,14 years old,Female,0 times,2 or 3 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No
27194,Yes,No,Yes,17 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
27115,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Never,Never,No,No
6980,Yes,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
53509,Yes,Yes,Yes,13 years old,Male,0 times,1 time,Most of the time,0,0 days,Rarely,Sometimes,Yes,No
42473,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Never,No,Yes
36332,Yes,No,Yes,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No
24755,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
19202,No,No,No,13 years old,Male,0 times,0 times,Most of the time,1,0 days,Never,Most of the time,Yes,No
17525,No,No,No,17 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Never,No,No
39721,Yes,Yes,No,16 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes
3946,No,No,No,16 years old,Male,0 times,6 or 7 times,Sometimes,2,0 days,Rarely,Never,No,No
23412,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,6 to 9 days,Rarely,Sometimes,No,Yes
31764,No,No,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No
4339,Yes,Yes,No,16 years old,Male,1 time,1 time,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
46659,No,No,No,17 years old,Male,0 times,1 time,Never,3 or more,0 days,Most of the time,Always,No,No
9872,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
53423,No,No,No,15 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No
17567,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No
38794,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No
41156,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
27594,Yes,No,No,14 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Always,Yes,No
38878,No,No,No,12 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Always,No,Yes
9458,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
38475,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No
26270,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Rarely,No,Yes
33470,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
44545,Yes,Yes,Yes,17 years old,Male,0 times,0 times,Most of the time,1,1 or 2 days,Rarely,Sometimes,Yes,Yes
6300,No,Yes,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
54374,No,No,Yes,13 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Rarely,Yes,No
29455,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,10 or more days,Most of the time,Always,No,Yes
36647,No,No,No,13 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No
34514,No,No,No,14 years old,Male,0 times,0 times,Never,2,0 days,Rarely,Never,No,No
7436,Yes,Yes,No,15 years old,Female,1 time,0 times,Always,1,1 or 2 days,Never,Sometimes,Yes,Yes
35709,No,No,Yes,13 years old,Female,0 times,0 times,Always,2,0 days,Sometimes,Never,Yes,No
41142,Yes,No,No,14 years old,Female,1 time,0 times,Always,3 or more,0 days,Rarely,Rarely,Yes,No
16888,Yes,Yes,Yes,16 years old,Male,2 or 3 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes
44497,No,No,No,17 years old,Female,0 times,2 or 3 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
56612,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Always,No,Yes
2943,No,No,Yes,14 years old,Female,1 time,1 time,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No
32724,No,No,No,15 years old,Female,0 times,0 times,Never,2,6 to 9 days,Most of the time,Rarely,No,Yes
26906,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Sometimes,No,No
12922,No,No,Yes,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No
36097,No,No,Yes,14 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Most of the time,Always,No,Yes
16553,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
53398,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
17619,Yes,No,No,15 years old,Male,2 or 3 times,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No
22363,No,No,No,16 years old,Female,0 times,0 times,Always,3 or more,0 days,Never,Rarely,Yes,No
6498,No,No,No,13 years old,Female,0 times,0 times,Rarely,2,0 days,Always,Always,No,No
24517,Yes,No,No,13 years old,Female,0 times,2 or 3 times,Most of the time,2,0 days,Rarely,Most of the time,Yes,No
27529,No,No,No,16 years old,Female,0 times,0 times,Always,3 or more,0 days,Never,Sometimes,Yes,No
33325,No,No,No,18 years old or older,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes
33514,No,No,No,16 years old,Male,0 times,0 times,Rarely,1,0 days,Rarely,Most of the time,No,No
13097,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No
55869,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Always,Sometimes,No,No
23585,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No
34484,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No
23333,No,Yes,Yes,18 years old or older,Male,2 or 3 times,4 or 5 times,Rarely,3 or more,0 days,Always,Never,No,No
38415,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Always,No,No
38268,No,No,No,16 years old,Female,0 times,0 times,Rarely,1,0 days,Sometimes,Rarely,No,No
51367,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No
2770,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
35617,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
40512,No,No,No,14 years old,Male,0 times,0 times,Sometimes,1,0 days,Sometimes,Most of the time,No,No
25583,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No
27144,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No
31543,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Rarely,Sometimes,No,Yes
36385,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No
33344,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,0,0 days,Sometimes,Sometimes,No,No
46090,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
30916,No,No,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No
10285,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No
45688,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Always,No,No
16073,Yes,No,No,13 years old,Male,2 or 3 times,2 or 3 times,Most of the time,1,0 days,Rarely,Sometimes,Yes,No
56428,Yes,Yes,Yes,14 years old,Female,12 or more times,12 or more times,Always,3 or more,10 or more days,Most of the time,Always,Yes,Yes
38721,Yes,No,Yes,14 years old,Female,2 or 3 times,0 times,Sometimes,1,6 to 9 days,Rarely,Never,No,Yes
57063,No,No,No,15 years old,Male,0 times,0 times,Never,1,0 days,Always,Always,No,No
36389,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
28995,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
4032,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
55247,Yes,No,No,12 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No
45988,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
50639,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
10582,Yes,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Rarely,No,No
25219,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
30252,Yes,Yes,No,16 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Never,Rarely,No,Yes
43869,No,No,No,17 years old,Male,1 time,0 times,Most of the time,2,0 days,Most of the time,Never,Yes,No
26887,No,No,Yes,13 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Most of the time,Yes,No
50266,No,Yes,No,16 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
39974,Yes,No,Yes,15 years old,Female,1 time,0 times,Most of the time,1,1 or 2 days,Sometimes,Most of the time,Yes,Yes
32755,No,Yes,No,14 years old,Male,0 times,1 time,Sometimes,1,3 to 5 days,Always,Sometimes,No,Yes
28689,No,No,Yes,16 years old,Male,0 times,8 or 9 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No
21228,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
28980,Yes,No,Yes,13 years old,Male,1 time,4 or 5 times,Never,3 or more,6 to 9 days,Never,Never,No,Yes
55034,No,Yes,No,14 years old,Male,0 times,1 time,Sometimes,0,1 or 2 days,Rarely,Sometimes,No,Yes
43648,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No
9018,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
40809,Yes,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
27175,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Rarely,No,No
46640,No,No,No,16 years old,Male,0 times,8 or 9 times,Never,3 or more,0 days,Most of the time,Always,No,No
18215,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
27375,Yes,Yes,No,15 years old,Female,2 or 3 times,2 or 3 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No
44136,Yes,No,No,13 years old,Male,12 or more times,2 or 3 times,Always,3 or more,0 days,Sometimes,Rarely,Yes,No
32901,No,Yes,No,17 years old,Male,0 times,0 times,Sometimes,2,0 days,Sometimes,Sometimes,No,No
11225,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Rarely,Yes,No
37980,No,No,Yes,15 years old,Female,2 or 3 times,2 or 3 times,Most of the time,3 or more,3 to 5 days,Rarely,Never,Yes,Yes
22488,No,No,No,17 years old,Male,12 or more times,1 time,Always,0,0 days,Sometimes,Never,Yes,No
53179,No,No,No,17 years old,Male,0 times,6 or 7 times,Sometimes,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes
21264,Yes,Yes,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Always,Yes,No
27128,Yes,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
37587,No,Yes,No,14 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No
8571,No,Yes,No,16 years old,Female,0 times,0 times,Rarely,0,0 days,Rarely,Rarely,No,No
15407,No,No,Yes,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No
18528,Yes,No,No,16 years old,Male,0 times,0 times,Most of the time,2,0 days,Always,Never,Yes,No
39154,No,No,No,15 years old,Male,0 times,2 or 3 times,Sometimes,0,0 days,Never,Always,No,No
21609,No,No,No,14 years old,Male,1 time,1 time,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
55908,No,No,No,14 years old,Male,0 times,0 times,Never,2,1 or 2 days,Always,Rarely,No,Yes
36393,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No
48516,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
39732,No,No,No,13 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
29540,Yes,No,No,14 years old,Male,0 times,12 or more times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
41656,Yes,Yes,Yes,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
6850,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
33624,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
56416,Yes,No,Yes,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No
24363,Yes,Yes,Yes,16 years old,Female,1 time,12 or more times,Most of the time,2,1 or 2 days,Rarely,Rarely,Yes,Yes
14380,No,No,No,13 years old,Female,0 times,0 times,Always,3 or more,0 days,Always,Never,Yes,No
207,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No
29625,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,10 or more days,Sometimes,Most of the time,No,Yes
17649,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No
48288,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
50683,No,Yes,No,15 years old,Male,0 times,12 or more times,Most of the time,3 or more,3 to 5 days,Most of the time,Always,Yes,Yes
53585,No,Yes,No,15 years old,Female,6 or 7 times,4 or 5 times,Sometimes,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes
34991,Yes,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
8043,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,10 or more days,Always,Always,No,Yes
40806,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Most of the time,Most of the time,No,Yes
35924,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Never,No,Yes
36947,Yes,No,No,15 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No
42232,No,Yes,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
8596,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No
23007,No,No,No,12 years old,Male,0 times,1 time,Never,0,1 or 2 days,Always,Always,No,Yes
40139,No,No,No,15 years old,Female,0 times,12 or more times,Never,0,0 days,Never,Rarely,No,No
39451,No,Yes,No,14 years old,Female,0 times,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No
34932,Yes,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Always,No,No
35255,No,Yes,No,17 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Always,No,No
9281,Yes,No,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Never,Yes,Yes
30246,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Sometimes,No,Yes
48130,Yes,No,No,14 years old,Male,0 times,0 times,Rarely,1,0 days,Most of the time,Always,No,No
18780,No,Yes,Yes,16 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes
2710,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Most of the time,Always,No,Yes
49327,No,No,No,16 years old,Female,0 times,0 times,Rarely,1,0 days,Rarely,Sometimes,No,No
39208,No,No,No,14 years old,Female,0 times,0 times,Never,2,0 days,Sometimes,Most of the time,No,No
18610,Yes,Yes,Yes,13 years old,Male,0 times,0 times,Always,0,0 days,Always,Always,Yes,No
7627,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No
46761,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No
20549,No,No,No,17 years old,Female,0 times,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No
35609,Yes,No,Yes,17 years old,Male,1 time,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No
22106,No,No,No,14 years old,Male,0 times,0 times,Never,2,0 days,Sometimes,Sometimes,No,No
55437,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes
46894,Yes,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes
35812,Yes,Yes,No,17 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Rarely,Sometimes,Yes,Yes
19430,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,6 to 9 days,Never,Rarely,No,Yes
2983,No,Yes,No,16 years old,Male,1 time,2 or 3 times,Never,3 or more,10 or more days,Most of the time,Sometimes,No,Yes
18051,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
30899,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
16901,No,No,Yes,15 years old,Male,0 times,1 time,Sometimes,3 or more,10 or more days,Most of the time,Rarely,No,Yes
8366,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
9351,No,No,No,17 years old,Female,4 or 5 times,4 or 5 times,Always,2,6 to 9 days,Rarely,Never,Yes,Yes
55928,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
28964,No,No,No,13 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
